,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
4288,DRK01,OUT019,236.192196139
4289,FDD48,OUT017,1885.09789732
4290,FDB59,OUT013,3080.57977375
4291,FDY45,OUT010,545.907122393
4292,FDX60,OUT035,1233.29125164
4293,FDT09,OUT010,315.815841047
4294,DRB24,OUT018,2296.49638536
4295,FDL13,OUT035,3966.5778024
4296,FDN16,OUT035,1652.2042621
4297,FDK57,OUT013,2066.59429525
4298,FDO22,OUT027,2311.45967585
4299,FDC57,OUT010,508.46073681
4300,FDZ13,OUT027,1480.85496754
4301,FDW27,OUT013,2499.85288236
4302,FDX10,OUT049,665.816319789
4303,FDY08,OUT018,1953.80935542
4304,FDA49,OUT017,1334.84214426
4305,FDC32,OUT018,1337.42588045
4306,FDO04,OUT035,901.05837417
4307,NCZ54,OUT013,2610.63405428
4308,FDY40,OUT045,765.57750236
4309,FDW36,OUT045,1687.43872858
4310,FDE11,OUT017,3038.93225419
4311,DRE37,OUT045,2989.19773343
4312,NCK19,OUT017,3271.95340908
4313,FDT19,OUT035,2789.91623114
4314,FDE56,OUT045,962.782606972
4315,FDZ57,OUT010,311.005051756
4316,FDB35,OUT035,1506.89354826
4317,FDF09,OUT010,148.116601271
4318,FDO34,OUT046,2874.58041873
4319,FDA55,OUT046,3693.92444606
4320,NCM18,OUT035,965.13889692
4321,FDJ20,OUT019,310.826110605
4322,DRQ35,OUT019,322.947914363
4323,FDG02,OUT013,3155.73540309
4324,NCU29,OUT018,2096.68533252
4325,FDL27,OUT027,1757.88259363
4326,NCA54,OUT035,2963.61267663
4327,FDJ32,OUT035,995.534046402
4328,FDB21,OUT019,508.866717514
4329,FDR46,OUT035,2505.96922065
4330,FDZ32,OUT046,1718.30709194
4331,DRF36,OUT017,3083.79872749
4332,NCU54,OUT017,3703.54223319
4333,NCI31,OUT017,585.012688124
4334,DRA59,OUT035,3085.11642427
4335,NCC55,OUT045,642.400876022
4336,FDE44,OUT018,687.791656572
4337,NCN26,OUT018,1631.05579439
4338,FDC11,OUT049,1396.97210189
4339,FDV24,OUT035,2393.06378794
4340,FDR40,OUT019,225.714315026
4341,NCQ17,OUT049,2666.51601318
4342,FDC46,OUT045,2923.91494467
4343,NCM18,OUT046,987.153029877
4344,FDK16,OUT046,1547.37651867
4345,FDI28,OUT017,1274.08591179
4346,FDS11,OUT018,3297.67383035
4347,DRD13,OUT046,1013.18767785
4348,FDL36,OUT035,1387.58006643
4349,FDI27,OUT013,742.750689636
4350,FDJ53,OUT019,290.719384844
4351,FDS44,OUT045,4011.10640949
4352,FDE28,OUT046,3696.04040822
4353,FDQ33,OUT018,2199.48684244
4354,FDB37,OUT017,4156.36993685
4355,FDQ31,OUT045,1388.39035707
4356,NCQ05,OUT046,2467.06672603
4357,FDE10,OUT013,2119.50433433
4358,FDF38,OUT017,612.441803902
4359,FDE50,OUT019,487.653387394
4360,DRG37,OUT010,381.427677027
4361,NCH06,OUT049,4198.80144116
4362,FDY14,OUT045,4026.7562931
4363,FDO27,OUT017,1567.49616304
4364,FDQ19,OUT049,4216.34839471
4365,FDZ26,OUT019,508.860840809
4366,FDN51,OUT013,4348.29849285
4367,FDK20,OUT035,2056.99195271
4368,FDD40,OUT018,2852.53770068
4369,DRI25,OUT018,771.531150082
4370,FDH56,OUT017,1938.84209915
4371,FDI36,OUT027,5229.35734433
4372,DRH11,OUT018,769.408288162
4373,NCV18,OUT017,1391.78193013
4374,DRI01,OUT049,3024.82441252
4375,DRE48,OUT049,3241.54105826
4376,FDS51,OUT035,962.622249757
4377,FDM38,OUT017,789.581947107
4378,FDB60,OUT027,5083.38476569
4379,FDY58,OUT035,3899.55802581
4380,FDY22,OUT045,2345.38727303
4381,FDF11,OUT027,6033.56279833
4382,FDZ51,OUT035,1596.66186943
4383,FDQ45,OUT017,3183.98519819
4384,FDF17,OUT035,3156.72707052
4385,NCF31,OUT027,3992.57339105
4386,FDA37,OUT013,2069.83047331
4387,FDO51,OUT046,743.696635799
4388,FDF34,OUT013,3124.34880344
4389,FDD57,OUT018,1340.31474758
4390,FDO37,OUT046,3698.24815576
4391,FDR49,OUT049,796.427920196
4392,FDS39,OUT049,2269.61630345
4393,FDI48,OUT027,1462.04438083
4394,DRM35,OUT049,3121.69367107
4395,FDV57,OUT035,3004.41517569
4396,FDZ55,OUT013,2598.64623649
4397,FDI28,OUT035,1237.96158604
4398,FDS21,OUT045,989.173284626
4399,FDT34,OUT013,1749.12037403
4400,DRI25,OUT035,910.655146095
4401,FDT47,OUT010,226.022407151
4402,DRH39,OUT045,1206.92407386
4403,NCD54,OUT045,2407.91049742
4404,FDU16,OUT027,2375.38263012
4405,NCW29,OUT045,2083.30493007
4406,FDV25,OUT027,5723.41099527
4407,FDM56,OUT035,1731.37663369
4408,FDZ04,OUT027,1774.30887759
4409,FDG59,OUT019,143.905928406
4410,FDI56,OUT045,1451.42656382
4411,FDS33,OUT035,1450.5844596
4412,FDC23,OUT049,2970.51152029
4413,FDT11,OUT049,3236.00991298
4414,FDG17,OUT045,4062.65825692
4415,FDZ44,OUT045,1963.60590047
4416,FDJ52,OUT013,2589.13470772
4417,DRI23,OUT046,2690.41686943
4418,DRE15,OUT010,220.20443247
4419,NCF07,OUT013,1711.09901089
4420,NCR29,OUT049,827.436904922
4421,FDE44,OUT019,134.979527835
4422,FDT23,OUT035,1327.76334938
4423,NCG06,OUT017,3998.61051655
4424,NCU41,OUT010,479.837062189
4425,FDH46,OUT017,1731.24897579
4426,FDV31,OUT013,3040.83431133
4427,NCT41,OUT027,4099.94991729
4428,FDE22,OUT027,4262.64091313
4429,FDC26,OUT045,1728.34019977
4430,DRF51,OUT017,585.628181249
4431,NCY53,OUT019,283.990557069
4432,FDY21,OUT017,3204.75710173
4433,FDL27,OUT013,953.898638103
4434,FDZ34,OUT049,3249.92045919
4435,NCF43,OUT010,349.569424598
4436,FDC21,OUT035,1711.48946454
4437,FDL26,OUT013,2475.69924727
4438,FDT25,OUT010,283.319025105
4439,NCR30,OUT046,1201.09350782
4440,DRL23,OUT019,263.319894458
4441,NCR05,OUT049,3232.90801687
4442,NCE19,OUT018,758.471188739
4443,FDY07,OUT035,738.390241182
4444,FDB10,OUT017,4094.09467551
4445,FDP57,OUT013,1737.04549823
4446,FDU48,OUT019,326.914890021
4447,FDH48,OUT035,1354.70317788
4448,FDO33,OUT035,1940.84625978
4449,NCU29,OUT045,2421.5543482
4450,FDW35,OUT046,703.518895267
4451,FDH05,OUT010,548.04437303
4452,FDP26,OUT049,1647.92772455
4453,DRG27,OUT035,699.728756334
4454,FDQ33,OUT046,2516.52718285
4455,FDH20,OUT010,231.59501734
4456,FDV14,OUT046,1377.45862096
4457,DRD01,OUT046,900.951199968
4458,NCI17,OUT049,1557.9937965
4459,FDF39,OUT010,546.920197653
4460,FDX37,OUT046,1640.46580654
4461,NCX17,OUT035,3860.77574351
4462,FDN03,OUT013,4394.69806933
4463,NCS41,OUT010,473.709937938
4464,FDH34,OUT045,3048.94502165
4465,NCX53,OUT018,1962.69084452
4466,FDY31,OUT046,2397.91248242
4467,FDD20,OUT017,2140.04898226
4468,FDE51,OUT045,748.293312732
4469,FDV27,OUT046,1387.91392483
4470,FDF16,OUT035,2430.53261052
4471,FDZ02,OUT049,1499.99038527
4472,NCK05,OUT045,990.817089202
4473,FDM12,OUT027,5202.72457098
4474,NCA05,OUT018,2182.79578694
4475,FDX33,OUT045,2645.85845717
4476,FDM25,OUT049,3026.1978212
4477,FDE41,OUT018,1271.7678856
4478,FDW14,OUT045,1375.23166094
4479,NCD30,OUT046,1527.40639817
4480,FDB23,OUT010,534.714730966
4481,FDF45,OUT046,947.355587101
4482,FDW20,OUT017,2180.95792089
4483,FDF47,OUT045,3529.59020796
4484,NCR05,OUT019,493.709445623
4485,DRB01,OUT046,3150.83599556
4486,FDE36,OUT013,2588.90989415
4487,FDU56,OUT049,3155.96370042
4488,FDB23,OUT049,3839.05979631
4489,FDN48,OUT049,1391.17306575
4490,FDS43,OUT013,3179.76459259
4491,NCN05,OUT013,3211.34207173
4492,NCL53,OUT049,2976.64006739
4493,FDL56,OUT046,1366.4360763
4494,FDH17,OUT018,1345.9867199
4495,FDP37,OUT046,2096.21669888
4496,FDG09,OUT019,485.204881978
4497,FDA55,OUT045,3666.45561125
4498,FDX31,OUT049,4032.37492569
4499,FDJ41,OUT045,4074.77797312
4500,DRC24,OUT045,2665.82277259
4501,FDQ21,OUT035,2104.7735142
4502,NCT54,OUT045,1496.32740617
4503,FDH08,OUT049,3903.89890627
4504,FDY38,OUT018,3370.65458459
4505,DRM11,OUT010,569.025066726
4506,FDG32,OUT049,3525.63439441
4507,NCH18,OUT046,3936.18512024
4508,FDI20,OUT035,3642.89481029
4509,FDA33,OUT018,2168.78737521
4510,FDN45,OUT013,3696.99690471
4511,FDT45,OUT010,178.839515107
4512,FDR32,OUT035,3849.59835475
4513,FDA48,OUT017,3751.06074221
4514,FDN23,OUT017,2406.56778806
4515,NCR18,OUT035,703.495142567
4516,FDD45,OUT046,1469.09447299
4517,FDI22,OUT018,3092.87082168
4518,FDT09,OUT013,2281.35113618
4519,DRC24,OUT027,4132.18598016
4520,FDT39,OUT046,2457.27647575
4521,FDX28,OUT045,1584.3497707
4522,FDA50,OUT018,1338.42816688
4523,FDT33,OUT027,4487.21643007
4524,FDQ60,OUT049,2045.67592855
4525,NCM19,OUT018,1547.43468278
4526,FDF40,OUT046,4084.16458113
4527,NCI30,OUT035,3984.94369004
4528,FDK34,OUT049,4113.91461076
4529,FDA38,OUT027,6108.80952191
4530,FDT02,OUT045,633.28355494
4531,FDC11,OUT017,1436.63352439
4532,FDD08,OUT046,674.933070286
4533,NCS29,OUT046,4047.81059914
4534,DRI03,OUT010,435.514285525
4535,FDK48,OUT035,1209.5732495
4536,FDM52,OUT049,2492.60323423
4537,FDP49,OUT035,928.351058663
4538,DRA24,OUT046,2797.13929237
4539,NCJ43,OUT049,3011.60430687
4540,FDE11,OUT045,2922.07666291
4541,FDP01,OUT049,2502.29931231
4542,FDQ59,OUT018,1268.0496341
4543,FDA43,OUT019,490.403726353
4544,FDL14,OUT017,2425.46092756
4545,FDV50,OUT010,299.320910588
4546,FDT01,OUT027,5319.37101005
4547,NCC42,OUT035,2199.24483495
4548,FDO28,OUT046,1992.76823754
4549,FDD32,OUT019,226.022528429
4550,FDV45,OUT035,2979.13319487
4551,NCW17,OUT019,324.609951808
4552,NCJ17,OUT027,2401.71521853
4553,NCF18,OUT049,3185.10885977
4554,FDP01,OUT045,2512.43985702
4555,FDH24,OUT045,2628.53961748
4556,FDI38,OUT027,5359.43697949
4557,FDX03,OUT035,735.220997565
4558,FDY28,OUT046,3504.03304415
4559,FDN34,OUT018,2671.68722809
4560,FDJ02,OUT045,2496.26397316
4561,FDW40,OUT019,339.367356102
4562,FDX03,OUT017,687.285288327
4563,FDE17,OUT027,4046.31740374
4564,FDT58,OUT046,2787.40789217
4565,FDI38,OUT013,3409.30586238
4566,FDW22,OUT035,3896.86609434
4567,FDS15,OUT027,2829.30002171
4568,NCX06,OUT013,3197.37945357
4569,DRK47,OUT035,3855.57618067
4570,FDC23,OUT027,4827.84339552
4571,FDM56,OUT010,249.455235151
4572,FDP21,OUT046,3191.92506897
4573,FDP58,OUT046,3459.58412785
4574,FDA27,OUT019,520.631588393
4575,FDK41,OUT019,228.980125653
4576,NCH42,OUT046,3691.23165891
4577,FDG29,OUT045,685.084942882
4578,FDW15,OUT018,2201.9768293
4579,FDD28,OUT018,782.482990076
4580,FDQ37,OUT049,3127.54261208
4581,FDC23,OUT035,2980.06590596
4582,FDV13,OUT035,1386.83268462
4583,FDK33,OUT046,3517.47976882
4584,FDO33,OUT013,1900.7066739
4585,FDN21,OUT017,2686.0714583
4586,NCW06,OUT027,5083.56527438
4587,FDI38,OUT035,3562.47173571
4588,FDC21,OUT027,2791.16545155
4589,NCS05,OUT046,2148.35854809
4590,NCN53,OUT049,665.621631084
4591,FDV40,OUT010,222.207401054
4592,FDG60,OUT017,3951.87224419
4593,NCY30,OUT027,5058.85098936
4594,FDM40,OUT045,2174.56409849
4595,NCO30,OUT046,2979.13547198
4596,FDK10,OUT046,3035.37228785
4597,FDM36,OUT045,2880.24798331
4598,FDN10,OUT013,1992.57757628
4599,FDM46,OUT018,1367.00904068
4600,FDX50,OUT049,1777.23263755
4601,FDP33,OUT045,3908.02772047
4602,FDO12,OUT045,3024.7501866
4603,FDC28,OUT013,1787.5952183
4604,FDO31,OUT045,1351.11177697
4605,FDX45,OUT035,2622.33097985
4606,FDV21,OUT049,2098.99186371
4607,FDH04,OUT049,1391.1989787
4608,NCG54,OUT013,2773.6171305
4609,FDO13,OUT046,2743.7733133
4610,FDA09,OUT027,4869.1615642
4611,FDC38,OUT017,2229.05176491
4612,NCO42,OUT046,2329.42888283
4613,FDL45,OUT049,2127.25394248
4614,NCK31,OUT013,772.975271416
4615,FDM39,OUT017,2990.71423465
4616,FDC22,OUT010,494.758034062
4617,FDF46,OUT046,1925.4009022
4618,FDQ37,OUT045,3038.98858301
4619,FDH41,OUT010,539.524398687
4620,FDQ04,OUT046,675.748928545
4621,NCQ02,OUT027,5060.75779482
4622,FDJ57,OUT027,4995.73717444
4623,NCE07,OUT049,2247.73681882
4624,FDE56,OUT013,854.107801994
4625,FDI20,OUT049,3417.50645555
4626,FDK36,OUT018,694.450144362
4627,FDP08,OUT027,5108.27300127
4628,FDF44,OUT017,2127.10016535
4629,NCU53,OUT017,2657.05379793
4630,FDF47,OUT035,3829.9396909
4631,FDS55,OUT010,361.15716228
4632,FDZ52,OUT010,253.31887077
4633,FDL04,OUT018,1470.82078957
4634,NCM26,OUT035,2590.93861589
4635,FDX43,OUT049,2960.5120748
4636,FDP52,OUT049,3870.19876597
4637,DRK49,OUT045,687.658746397
4638,FDE38,OUT013,2609.46927726
4639,DRF13,OUT035,2413.69272529
4640,FDK41,OUT010,208.799357273
4641,FDJ04,OUT027,3174.64035425
4642,FDZ44,OUT018,1696.86666024
4643,FDS11,OUT013,3924.90533634
4644,FDA55,OUT049,3782.30347974
4645,NCW53,OUT046,3111.95627139
4646,FDB49,OUT027,2586.32306386
4647,FDD23,OUT017,3220.57804825
4648,NCV42,OUT045,1728.39993716
4649,NCZ29,OUT018,1801.3385659
4650,FDQ26,OUT013,825.36505751
4651,FDV08,OUT017,620.761631071
4652,FDC53,OUT049,1616.41896969
4653,FDV58,OUT010,488.847713544
4654,NCP02,OUT019,171.389464984
4655,DRI37,OUT045,938.960490866
4656,FDQ12,OUT049,3868.11957702
4657,FDE33,OUT046,1233.65553806
4658,FDX27,OUT045,1515.08796282
4659,FDM22,OUT017,793.576248528
4660,NCH30,OUT019,287.160192397
4661,FDC04,OUT017,4123.62711169
4662,FDO38,OUT046,1270.09748381
4663,FDV52,OUT027,3140.07354024
4664,FDB32,OUT013,1494.22147424
4665,FDV43,OUT018,675.49229113
4666,FDI24,OUT018,2662.91370296
4667,FDR40,OUT017,1358.8600145
4668,FDW02,OUT049,2090.94624075
4669,FDE44,OUT049,770.647845945
4670,FDL38,OUT046,1385.14533459
4671,NCT54,OUT010,230.433088355
4672,DRJ39,OUT010,538.621119666
4673,FDW55,OUT049,4225.96759197
4674,DRF13,OUT019,348.140395547
4675,NCW17,OUT049,2150.95446815
4676,FDP13,OUT035,671.296491971
4677,FDS08,OUT018,2594.29746746
4678,NCP17,OUT035,987.932422951
4679,NCO53,OUT035,2970.64712097
4680,FDH19,OUT045,2851.42288573
4681,FDJ04,OUT017,2062.97205346
4682,FDG10,OUT049,834.03759454
4683,FDA40,OUT010,220.347422406
4684,FDI53,OUT045,2710.7342084
4685,FDU09,OUT010,175.415591673
4686,FDK60,OUT045,1574.45010543
4687,FDR43,OUT017,574.295238818
4688,FDW22,OUT017,3901.58169212
4689,DRP47,OUT010,547.491611054
4690,DRG48,OUT010,352.733573615
4691,FDA14,OUT035,2442.84359676
4692,FDU49,OUT013,1337.68781462
4693,FDK28,OUT045,4062.20449248
4694,FDT19,OUT046,2797.87915888
4695,NCQ42,OUT045,2095.76911714
4696,FDD03,OUT045,3749.6898637
4697,NCM53,OUT013,1743.82162297
4698,NCX53,OUT045,2211.30753292
4699,FDV14,OUT027,2371.15029091
4700,NCZ54,OUT017,2693.37264969
4701,FDB39,OUT013,795.707489003
4702,DRC24,OUT046,2544.48818273
4703,FDY36,OUT013,1169.08041393
4704,FDN01,OUT035,2935.47479554
4705,DRH25,OUT046,859.179882827
4706,FDV08,OUT046,744.685456025
4707,NCP53,OUT049,4171.24870781
4708,FDU52,OUT010,387.005160247
4709,NCI42,OUT045,3364.31196368
4710,FDZ14,OUT035,2024.80561537
4711,FDF11,OUT046,3912.85845198
4712,FDQ13,OUT018,1260.08334008
4713,FDO32,OUT010,146.321908095
4714,DRJ37,OUT018,2237.96420196
4715,FDY43,OUT046,2822.46253121
4716,NCT41,OUT017,2523.406952
4717,NCV17,OUT045,2126.5417065
4718,FDM04,OUT027,1590.75462846
4719,DRB48,OUT018,589.417144002
4720,FDM24,OUT013,2415.33556099
4721,FDT37,OUT049,4292.72154515
4722,NCO05,OUT010,222.143338225
4723,FDL13,OUT046,3851.76474942
4724,FDL15,OUT017,2549.97461562
4725,FDB11,OUT018,3207.65268663
4726,FDL14,OUT019,383.683563816
4727,FDY10,OUT019,287.734848764
4728,FDJ40,OUT049,1739.36853318
4729,NCW18,OUT046,3777.39621778
4730,NCY06,OUT013,2199.08682144
4731,DRE13,OUT018,1289.21988336
4732,FDA26,OUT045,3499.078727
4733,NCE19,OUT010,173.37551862
4734,FDE33,OUT035,1295.31962506
4735,DRL59,OUT027,1593.1069102
4736,FDY07,OUT046,748.102795529
4737,FDF57,OUT018,2537.12122061
4738,FDM58,OUT035,1729.77765034
4739,FDP26,OUT027,2718.94109715
4740,FDY32,OUT046,2757.25506804
4741,FDD51,OUT010,145.738366192
4742,FDU22,OUT018,1706.22145563
4743,FDZ49,OUT018,3223.25653242
4744,NCI42,OUT017,3648.80586343
4745,FDT04,OUT027,1170.69659076
4746,NCU41,OUT045,2985.23372116
4747,FDS56,OUT045,4034.98998642
4748,NCN42,OUT017,2533.04740701
4749,FDK34,OUT046,3868.40712633
4750,FDB03,OUT017,3965.29967818
4751,DRJ25,OUT035,784.665733307
4752,FDT25,OUT027,3243.88046884
4753,FDN20,OUT013,2696.10263797
4754,FDP09,OUT013,3501.97675888
4755,FDM20,OUT019,503.503344954
4756,NCG55,OUT046,1913.50231188
4757,NCP14,OUT045,1660.16633569
4758,NCH06,OUT046,3909.79472382
4759,FDV52,OUT013,2021.20217319
4760,NCL07,OUT035,668.036821297
4761,DRJ11,OUT027,5136.93330081
4762,DRO59,OUT013,1203.48711533
4763,FDW15,OUT010,358.228393027
4764,NCQ30,OUT035,2046.92081515
4765,NCN54,OUT019,233.474606119
4766,FDY01,OUT027,3143.51503297
4767,FDX39,OUT035,3730.82769321
4768,FDH53,OUT027,2334.432858
4769,FDA57,OUT035,691.115913021
4770,NCC07,OUT010,261.568844413
4771,FDU28,OUT013,3149.8393643
4772,FDK36,OUT010,151.722729011
4773,FDR36,OUT018,659.930994099
4774,NCQ17,OUT035,2471.67477403
4775,FDS28,OUT019,178.83727992
4776,FDE08,OUT045,2525.83456585
4777,FDU22,OUT046,2031.83792409
4778,FDG41,OUT045,1710.30066051
4779,FDO31,OUT010,228.631423166
4780,FDM21,OUT019,515.45768944
4781,FDU40,OUT017,3121.1617257
4782,FDV36,OUT018,1734.16894107
4783,FDT10,OUT027,1685.93638978
4784,FDX38,OUT045,772.816355449
4785,NCU30,OUT027,4438.5251902
4786,NCV06,OUT049,3243.70435374
4787,FDT16,OUT035,4165.09265685
4788,NCP41,OUT027,2765.29226575
4789,FDZ56,OUT017,2783.50595284
4790,FDC22,OUT035,3118.70086482
4791,FDU10,OUT035,653.811772589
4792,FDS46,OUT045,1981.25682808
4793,FDO08,OUT049,2909.40540182
4794,NCV42,OUT018,1535.54671032
4795,FDP33,OUT035,4058.73267774
4796,FDJ12,OUT046,3452.72758518
4797,FDH04,OUT045,1407.64148745
4798,NCU54,OUT013,3396.10142364
4799,FDO36,OUT010,453.889761708
4800,FDT37,OUT027,6078.17550338
4801,FDD14,OUT010,474.15228181
4802,FDA16,OUT013,3629.57122738
4803,NCS42,OUT019,236.192196139
4804,FDP10,OUT019,261.994014684
4805,FDQ28,OUT049,2501.80299719
4806,FDK57,OUT010,285.823286851
4807,FDK02,OUT013,2015.2429401
4808,FDW47,OUT018,1704.90895358
4809,NCC42,OUT018,1939.45296903
4810,FDQ37,OUT018,2893.24717981
4811,FDL40,OUT046,1497.26216991
4812,DRE13,OUT010,224.779443432
4813,FDQ34,OUT027,2772.08526721
4814,NCB54,OUT046,2091.53035423
4815,FDS48,OUT049,2476.2433579
4816,FDO15,OUT045,1162.22878062
4817,NCT30,OUT013,745.004806891
4818,FDU49,OUT027,2361.80040335
4819,FDE21,OUT046,1946.45344778
4820,FDS49,OUT019,235.855378735
4821,FDT38,OUT027,2358.47489634
4822,FDZ01,OUT045,1645.21520555
4823,FDC41,OUT035,1220.57335358
4824,DRG13,OUT010,399.991329042
4825,NCZ42,OUT018,3360.79642839
4826,NCM07,OUT045,1406.81201098
4827,NCV17,OUT018,1824.92387372
4828,DRK39,OUT035,1366.66063248
4829,FDS37,OUT018,1596.33178081
4830,FDV12,OUT019,257.917418996
4831,NCG19,OUT018,3351.91832897
4832,FDS51,OUT013,886.281865103
4833,NCO14,OUT046,719.138812902
4834,FDC38,OUT046,2157.18868323
4835,FDN15,OUT046,2194.84330716
4836,NCH42,OUT013,4053.8699039
4837,FDQ22,OUT046,637.630129769
4838,FDC05,OUT013,3113.23190813
4839,FDZ31,OUT013,3081.1685868
4840,DRJ23,OUT049,3205.63856736
4841,FDC52,OUT035,2476.46890053
4842,DRD12,OUT010,225.123026705
4843,FDV55,OUT017,2486.25827502
4844,FDD32,OUT046,1304.99797189
4845,FDR01,OUT049,3361.12854851
4846,FDY08,OUT019,343.683151066
4847,FDQ45,OUT045,3094.05768663
4848,DRN11,OUT027,4005.01312655
4849,NCS05,OUT018,1855.70301258
4850,FDY32,OUT035,2710.7342084
4851,NCD31,OUT045,2861.47561748
4852,NCE06,OUT049,2846.85214927
4853,NCP14,OUT046,1687.75727945
4854,NCF18,OUT019,471.658771949
4855,FDF14,OUT018,2195.96344883
4856,FDB22,OUT017,2481.29528672
4857,NCH54,OUT049,2798.90996555
4858,FDU27,OUT035,777.645165787
4859,FDS58,OUT027,4330.68005762
4860,NCU29,OUT035,2367.45827112
4861,FDJ57,OUT013,3190.42231275
4862,FDL56,OUT049,1343.50431481
4863,FDH60,OUT035,3136.98586811
4864,FDN24,OUT018,761.026909516
4865,FDD02,OUT017,2094.26393154
4866,FDP15,OUT017,3947.84426507
4867,FDB28,OUT027,5249.87889294
4868,DRC49,OUT045,2366.65534037
4869,NCG30,OUT018,1738.02987147
4870,FDJ14,OUT049,1261.90988008
4871,FDL52,OUT045,643.074521483
4872,NCG19,OUT027,6005.72758721
4873,NCN41,OUT035,2078.44556943
4874,FDW22,OUT013,3834.21062061
4875,FDI02,OUT013,1825.3389235
4876,FDV51,OUT045,2834.92636213
4877,FDV48,OUT046,1309.91351421
4878,NCL17,OUT019,343.347718067
4879,FDP46,OUT045,1459.26982607
4880,FDU10,OUT045,630.25815726
4881,FDT37,OUT010,559.744897557
4882,FDI27,OUT035,765.382348874
4883,FDN51,OUT046,3917.6262134
4884,FDW07,OUT035,1381.77865921
4885,FDN45,OUT049,3607.21479436
4886,DRN37,OUT027,4444.33324819
4887,DRF48,OUT049,3239.38248961
4888,FDP38,OUT019,149.406370782
4889,NCX18,OUT027,5233.58497715
4890,FDK45,OUT018,1605.53217426
4891,FDZ37,OUT049,1348.72619057
4892,FDS50,OUT018,3255.42753121
4893,NCR54,OUT018,2889.24211523
4894,NCS17,OUT035,1534.76257667
4895,FDV31,OUT046,2906.91673561
4896,DRE27,OUT017,1570.48785165
4897,FDN60,OUT013,2533.60760339
4898,FDK26,OUT013,3178.66872894
4899,FDX37,OUT018,1422.76688031
4900,FDW31,OUT046,3194.16225429
4901,FDX26,OUT018,2716.70099466
4902,DRL49,OUT019,340.430705423
4903,FDU49,OUT017,1352.23490397
4904,FDY58,OUT046,3690.18304514
4905,FDN03,OUT045,3854.235011
4906,NCV06,OUT010,498.129023707
4907,FDH53,OUT045,1316.90773421
4908,FDG31,OUT018,885.284588566
4909,NCC06,OUT045,2105.83361487
4910,FDS13,OUT049,4241.28117009
4911,FDP16,OUT035,4174.57957228
4912,FDA35,OUT013,2085.25566407
4913,DRP47,OUT018,3545.94209156
4914,FDY28,OUT010,550.289161621
4915,FDY20,OUT035,1449.79053647
4916,NCH30,OUT017,1770.73605416
4917,NCR29,OUT019,169.047912578
4918,NCP05,OUT013,2539.95052097
4919,NCF30,OUT019,309.338758981
4920,FDA08,OUT035,2857.5943865
4921,FDN51,OUT027,6023.25754688
4922,FDH12,OUT046,1725.47951203
4923,FDY39,OUT017,3138.09690022
4924,NCO53,OUT045,2899.24945926
4925,FDB40,OUT046,2428.61795123
4926,FDH02,OUT049,1358.96144135
4927,FDY11,OUT027,1747.25679777
4928,FDQ09,OUT019,288.700582969
4929,FDP16,OUT013,4410.81403334
4930,NCF55,OUT018,581.629701926
4931,FDY09,OUT027,4780.82798186
4932,FDY39,OUT045,3045.90078003
4933,NCU53,OUT049,2898.34785713
4934,NCT41,OUT049,2523.82848501
4935,FDJ45,OUT046,623.198762627
4936,FDR28,OUT013,2620.5860032
4937,FDN08,OUT013,2021.42352484
4938,FDJ07,OUT049,1900.16542494
4939,FDZ09,OUT027,4445.09468203
4940,FDQ14,OUT017,2435.67702257
4941,FDY12,OUT027,1472.06300114
4942,FDK57,OUT046,2033.12630087
4943,FDD20,OUT049,2107.74654199
4944,FDS36,OUT018,1548.41954761
4945,FDI40,OUT049,1648.47378665
4946,FDJ40,OUT045,1730.81977057
4947,FDE08,OUT013,2511.81274244
4948,DRK01,OUT013,1561.47068296
4949,FDC58,OUT049,728.465662964
4950,FDE50,OUT046,3076.21431367
4951,FDX48,OUT035,2511.86033921
4952,DRM35,OUT018,2682.23564499
4953,FDG41,OUT013,1754.21193197
4954,FDB52,OUT046,4125.83705864
4955,FDV19,OUT045,2721.98595764
4956,DRG48,OUT017,2420.62512537
4957,FDI26,OUT013,3112.88769596
4958,FDU11,OUT019,305.573500182
4959,FDF59,OUT019,317.567049623
4960,FDR07,OUT049,1552.39528779
4961,NCE06,OUT017,2615.28372631
4962,FDE10,OUT046,2110.98279187
4963,NCO55,OUT046,1734.03191679
4964,FDZ13,OUT013,768.272915038
4965,FDT50,OUT017,1592.47172388
4966,FDH12,OUT010,248.225404224
4967,FDD21,OUT045,1942.89887244
4968,NCM05,OUT013,4351.68128364
4969,FDK04,OUT013,838.016498301
4970,FDN33,OUT017,1602.55187079
4971,NCM18,OUT010,186.051615628
4972,DRC25,OUT049,1387.50064353
4973,FDT47,OUT017,1597.75807363
4974,FDD45,OUT027,2592.26237511
4975,NCD07,OUT018,1611.84822674
4976,NCY54,OUT010,423.094829261
4977,FDL12,OUT049,861.183420699
4978,FDL02,OUT017,1745.52220371
4979,FDC60,OUT035,1444.325207
4980,FDR37,OUT017,3033.61136424
4981,FDY16,OUT017,3116.05435899
4982,FDU26,OUT045,2048.33309625
4983,FDN24,OUT013,794.055520532
4984,FDH44,OUT013,2528.35494374
4985,FDE23,OUT010,155.466446572
4986,FDW60,OUT017,2872.36604359
4987,FDQ55,OUT049,1968.04977646
4988,FDV32,OUT027,1691.67053414
4989,FDV03,OUT010,382.621362703
4990,FDY14,OUT010,570.26717932
4991,NCL55,OUT027,6074.4391805
